,Name,Age,Nationality,Overall,Potential,Value,Wage,Preferred.Foot,Weak.Foot,Skill.Moves,Position,Contract.Valid.Until,Height,Weight,Release.Clause,Meter,Kilo
17830,A. Al Moghir,21,Saudi Arabia,52,60,60000,2000,Right,B,C,CB,2021,5.9,154,111000,1.75,69.9
17831,K. Kubota,21,Japan,52,65,90000,1000,Right,B,C,CDM,2021,5.7,137,173000,1.7,62.1
17832,N. Senoo,21,Japan,52,62,80000,1000,Right,B,C,CAM,2021,5.8,132,116000,1.73,59.9
17833,G. Meli,19,Italy,52,70,90000,1000,Left,B,D,GK,2021,6.2,165,218000,1.88,74.8
17834,G. Severinsen,18,Norway,52,69,90000,1000,Right,C,C,CDM,2021,6.0,174,169000,1.83,78.9
17835,Chen Zhechao,23,China PR,52,60,70000,2000,Right,C,C,CM,2020,5.10,154,165000,1.78,69.9
17836,E. Damgaard,19,Denmark,52,62,70000,1000,Right,B,C,RWB,2020,5.11,154,102000,1.8,69.9
17837,Zhang Lingfeng,21,China PR,52,61,80000,2000,Left,B,C,RM,2022,5.9,154,188000,1.75,69.9
17838,M. Boney,20,England,52,69,90000,1000,Right,C,D,GK,2019,5.11,163,214000,1.8,73.9
17839,S. Kayembe,17,Sweden,52,64,80000,1000,Left,B,C,LM,2020,5.10,172,116000,1.78,78.0
17840,R. Niizato,22,Japan,52,60,70000,1000,Right,B,C,CM,2020,5.11,150,102000,1.8,68.0
17841,F. Tauchhammer,16,Austria,52,71,90000,1000,Right,B,C,RB,2021,6.0,141,187000,1.83,64.0
17842,Zhou Ting,39,China PR,52,52,10000,1000,Right,B,C,CM,2020,6.1,163,22000,1.85,73.9
17843,O. Björtuft,19,Norway,52,68,100000,1000,Right,B,C,CB,2019,6.1,165,188000,1.85,74.8
17844,B. Chevreuil,21,Haiti,52,60,70000,1000,Right,B,C,CAM,2020,5.9,172,137000,1.75,78.0
17845,Anwar Memet Ali,20,China PR,52,58,70000,2000,Right,B,C,ST,2020,5.9,154,165000,1.75,69.9
17846,J. Iaciofano,19,England,52,65,100000,1000,Right,B,C,ST,2019,5.10,141,238000,1.78,64.0
17847,G. Pintidis,18,Germany,52,68,100000,2000,Right,B,C,CM,2020,5.10,154,223000,1.78,69.9
17848,M. Frendrup,17,Denmark,52,68,100000,2000,Right,C,C,CM,2021,5.10,139,193000,1.78,63.0
17849,N. Al Farshan,19,Saudi Arabia,52,66,110000,2000,Right,B,C,CM,2022,5.5,126,256000,1.65,57.2
17850,Liu Shibo,21,China PR,52,63,70000,1000,Right,C,D,GK,2021,6.2,165,168000,1.88,74.8
17851,N. Baba,21,Republic of Ireland,52,64,80000,1000,Right,B,C,CB,2019,5.10,163,140000,1.78,73.9
17852,N. Marthinussen,18,Norway,52,65,80000,1000,Right,C,C,CB,2020,5.11,154,150000,1.8,69.9
17853,D. Murphy,23,Republic of Ireland,52,57,70000,1000,Right,C,C,LCM,2018,5.10,157,114000,1.78,71.2
17854,T. Ko,20,Japan,52,66,110000,1000,Right,B,C,CM,2021,5.8,141,206000,1.73,64.0
17855,A. Ekblad,30,Sweden,52,52,40000,1000,Right,B,C,CB,2018,6.1,183,50000,1.85,83.0
17856,Wu Wei,21,China PR,52,56,60000,2000,Right,B,C,CDM,2022,6.1,176,134000,1.85,79.8
17857,P. Azizi,30,Sweden,52,52,40000,1000,Right,B,C,CB,2019,5.10,172,50000,1.78,78.0
17858,K. Sanada,19,Japan,52,68,90000,1000,Right,C,D,GK,2021,6.3,194,169000,1.91,88.0
17859,A. Collins,18,England,52,67,100000,1000,Right,B,C,CAM,2019,5.9,139,238000,1.75,63.0
17860,J. Sparkes,17,England,52,68,100000,1000,Left,B,C,LM,2019,5.9,139,238000,1.75,63.0
17861,F. Bustamante,19,Argentina,52,66,110000,1000,Right,C,C,RM,2021,5.6,143,234000,1.68,64.9
17862,P. Świątko,19,Poland,52,68,100000,1000,Right,C,C,CB,2020,6.0,174,198000,1.83,78.9
17863,B. Gradecki,18,Poland,52,62,60000,1000,Right,D,D,GK,2019,6.4,201,93000,1.93,91.2
17864,A. Knüver,19,Germany,52,61,70000,1000,Right,C,C,CM,2020,5.9,159,116000,1.75,72.1
17865,C. Blues,20,Scotland,52,62,80000,1000,Right,B,C,CM,2020,5.10,157,156000,1.78,71.2
17866,N. Hatta,32,Japan,52,52,30000,1000,Right,B,D,GK,2021,6.1,168,38000,1.85,76.2
17867,K. Kouassivi-Benissan,19,Finland,52,68,100000,1000,Right,B,C,RB,2019,5.11,159,278000,1.8,72.1
17868,A. Czaplak,21,Poland,52,60,60000,1000,Right,C,D,GK,2020,6.4,196,93000,1.93,88.9
17869,C. Kirby,19,England,52,68,110000,2000,Right,B,C,CM,2020,5.8,139,278000,1.73,63.0
17870,A. Öhman,20,Sweden,52,63,80000,1000,Right,B,C,RWB,2019,5.11,159,116000,1.8,72.1
17871,R. Millen,23,Scotland,52,58,60000,1000,Right,C,C,RB,2018,6.2,165,117000,1.88,74.8
17872,A. Vergara,22,Chile,52,57,70000,1000,Right,C,C,ST,2018,5.10,165,100000,1.78,74.8
17873,M. Al Saeed,21,Saudi Arabia,52,61,80000,3000,Left,B,B,LM,2021,5.9,157,148000,1.75,71.2
17874,R. Sears,19,England,52,63,70000,1000,Right,B,C,RB,2021,5.11,159,137000,1.8,72.1
17875,D. Thøgersen,18,Denmark,52,66,90000,1000,Left,B,C,LB,2020,6.0,165,169000,1.83,74.8
17876,Yao Junsheng,22,China PR,52,60,70000,2000,Right,B,C,RCM,2021,5.8,143,165000,1.73,64.9
17877,D. Sesay,19,England,52,67,100000,1000,Right,C,C,RWB,2020,6.0,165,238000,1.83,74.8
17878,F. Norman,18,England,52,67,80000,1000,Right,C,D,GK,2019,6.1,159,190000,1.85,72.1
17879,N. Gribenco,21,Denmark,52,63,90000,1000,Left,B,C,LM,2020,6.2,154,131000,1.88,69.9
17880,A. André Jr,21,Morocco,52,60,60000,1000,Right,A,D,GK,2019,6.2,176,117000,1.88,79.8
17881,R. Hauge,16,Norway,52,67,100000,1000,Right,C,C,CM,2020,5.9,154,188000,1.75,69.9
17882,T. Nagaishi,22,Japan,52,60,60000,1000,Right,B,D,GK,2021,6.3,190,87000,1.91,86.2
17883,I. Aliu,18,Switzerland,52,72,100000,1000,Right,B,C,CM,2021,5.11,154,245000,1.8,69.9
17884,H. Smith,19,England,52,68,100000,2000,Right,C,C,CB,2021,6.1,170,253000,1.85,77.1
17885,K. Thiesson Kristensen,18,Denmark,52,66,80000,1000,Right,C,D,GK,2019,6.3,165,150000,1.91,74.8
17886,J. Cajuste,18,Sweden,52,70,90000,1000,Right,B,C,CDM,2023,6.2,170,173000,1.88,77.1
17887,M. Tilio,16,Australia,52,69,100000,1000,Left,B,C,CAM,2019,5.7,148,188000,1.7,67.1
17888,S. Melvin,23,Canada,52,59,50000,1000,Right,D,D,GK,2020,6.4,198,85000,1.93,89.8
17889,R. Al Najjar,21,Saudi Arabia,52,61,60000,2000,Right,C,D,GK,2020,6.1,176,111000,1.85,79.8
17890,S. Graves,19,Denmark,51,62,50000,1000,Right,B,C,CB,2021,6.3,172,73000,1.91,78.0
17891,Deng Yubiao,21,China PR,51,60,60000,2000,Right,B,C,CM,2022,5.11,143,144000,1.8,64.9
17892,S. Bareiro,19,Paraguay,51,64,70000,1000,Right,B,C,ST,2020,6.0,187,138000,1.83,84.8
17893,C. Romaña,18,Colombia,51,70,70000,1000,Right,C,C,CB,2021,5.11,165,138000,1.8,74.8
17894,H. Ræstad,18,Norway,51,61,40000,1000,Right,C,D,GK,2018,6.2,170,58000,1.88,77.1
17895,K. Ramè,20,France,51,65,70000,1000,Right,C,C,CDM,2020,5.10,163,156000,1.78,73.9
17896,D. Mamaliga,17,Moldova,51,67,70000,1000,Right,B,B,CM,2018,6.0,154,152000,1.83,69.9
17897,E. Harloff,19,Norway,51,63,50000,1000,Right,C,D,GK,2021,6.3,176,73000,1.91,79.8
17898,L. Kerrigan,18,Republic of Ireland,51,66,80000,1000,Right,B,C,CAM,2019,5.7,143,174000,1.7,64.9
17899,F. Delaveris,17,Norway,51,66,70000,1000,Right,B,C,LW,2020,5.9,154,131000,1.75,69.9
17900,A. Daniels,19,Canada,51,63,60000,1000,Right,B,C,CAM,2021,5.9,157,102000,1.75,71.2
17901,J. Dunn,17,Canada,51,74,70000,1000,Right,B,C,CB,2021,6.1,168,175000,1.85,76.2
17902,A. Read,18,England,51,63,60000,1000,Left,A,C,LM,2019,5.10,141,117000,1.78,64.0
17903,F. Mortensen,19,Denmark,51,64,70000,1000,Right,B,C,CM,2020,5.9,170,131000,1.75,77.1
17904,M. Wolfe,18,England,51,73,80000,1000,Right,B,C,CM,2019,5.11,165,220000,1.8,74.8
17905,J. Caldwell,22,United States,51,63,50000,1000,Right,D,D,GK,2021,6.3,187,85000,1.91,84.8
17906,H. Andersson,19,Sweden,51,61,60000,1000,Right,C,C,ST,2019,5.7,148,87000,1.7,67.1
17907,B. Zamora,20,Colombia,51,64,70000,1000,Right,C,C,CM,2021,5.11,161,142000,1.8,73.0
17908,B. Taverner,19,England,51,64,70000,1000,Right,B,C,ST,2019,5.9,143,166000,1.75,64.9
17909,J. Osobiński,18,Poland,51,61,40000,1000,Right,D,D,GK,2021,6.3,194,62000,1.91,88.0
17910,M. Skjellerup,22,Denmark,51,58,50000,2000,Right,B,C,ST,2021,6.2,170,73000,1.88,77.1
17911,L. Wade-Slater,20,Republic of Ireland,51,60,50000,1000,Right,B,C,RB,2018,5.11,154,98000,1.8,69.9
17912,T. Stevenson,19,England,51,69,70000,1000,Left,B,C,LB,2019,5.11,161,166000,1.8,73.0
17913,S. Twine,18,England,51,63,60000,1000,Right,B,C,ST,2019,5.9,152,117000,1.75,68.9
17914,C. McWilliams,17,England,51,65,60000,1000,Right,B,C,RB,2019,5.10,146,143000,1.78,66.2
17915,J. Valbuena,20,Colombia,51,59,50000,1000,Right,C,C,CAM,2021,5.9,154,78000,1.75,69.9
17916,K. Ogudugu,17,Norway,51,68,70000,1000,Right,B,C,RW,2021,5.9,161,131000,1.75,73.0
17917,I. Umbdenstock,19,France,51,63,60000,1000,Right,B,C,CDM,2021,5.10,148,117000,1.78,67.1
17918,P. Niyongabire,18,Burundi,51,67,80000,1000,Right,B,C,CAM,2020,5.11,172,150000,1.8,78.0
17919,A. Kräuchi,20,Switzerland,51,62,60000,2000,Left,B,C,LM,2020,5.9,157,99000,1.75,71.2
17920,D. Thiam,20,Senegal,51,66,70000,1000,Right,D,D,GK,2020,6.8,192,170000,2.03,87.1
17921,J. Rowland,16,England,51,66,70000,1000,Right,B,C,CAM,2020,5.5,143,166000,1.65,64.9
17922,W. Dean,17,England,51,67,70000,1000,Right,C,C,CM,2019,5.11,137,166000,1.8,62.1
17923,A. Reghba,18,Republic of Ireland,51,69,80000,1000,Right,C,B,ST,2018,5.11,159,174000,1.8,72.1
17924,R. Graydon,19,Republic of Ireland,51,65,80000,1000,Right,C,B,RM,2019,6.2,172,174000,1.88,78.0
17925,J. Conze,18,Germany,51,65,80000,1000,Right,B,C,LM,2020,6.1,170,166000,1.85,77.1
17926,Carlos Mendes Gomes,19,Spain,51,61,60000,1000,Right,B,C,CAM,2019,5.10,146,117000,1.78,66.2
17927,D. Hodzic,22,Croatia,51,61,50000,1000,Right,B,D,GK,2018,6.9,176,73000,2.06,79.8
17928,T. Nakagawa,25,Japan,51,52,40000,1000,Right,B,C,RW,2021,5.3,126,93000,1.6,57.2
17929,C. Øyvann,18,Norway,51,66,70000,1000,Right,B,C,CB,2021,6.1,165,131000,1.85,74.8
17930,L. Brown,19,Scotland,51,71,80000,1000,Right,C,C,CM,2019,5.9,148,220000,1.75,67.1
17931,E. McCue,17,Sweden,51,74,70000,1000,Right,B,C,CB,2021,6.4,185,175000,1.93,83.9
17932,A. Skindlo,19,Norway,51,62,60000,1000,Right,B,C,ST,2021,5.7,143,87000,1.7,64.9
17933,K. Konstandopoulos,19,Australia,51,67,80000,1000,Right,B,C,CAM,2019,5.9,152,150000,1.75,68.9
17934,K. Salazar,19,Colombia,51,64,70000,1000,Left,B,C,CM,2021,5.9,154,138000,1.75,69.9
17935,S. Sarri,17,Italy,51,74,70000,1000,Right,B,D,GK,2021,6.0,176,182000,1.83,79.8
17936,O. Schindler,18,Hungary,51,65,70000,1000,Right,B,C,CDM,2019,6.1,163,152000,1.85,73.9
17937,M. Arena,19,Italy,51,61,50000,1000,Right,B,C,CB,2021,6.0,181,90000,1.83,82.1
17938,L. Cavallini,18,Italy,51,69,80000,1000,Left,B,C,LW,2021,5.10,157,178000,1.78,71.2
17939,B. Hvidt,18,Denmark,51,65,80000,1000,Right,B,C,CM,2019,6.0,176,150000,1.83,79.8
17940,S. Pollock,17,England,51,69,70000,1000,Right,B,B,CM,2020,5.10,146,166000,1.78,66.2
17941,J. Baxter,17,England,51,67,70000,1000,Right,B,C,CM,2021,5.10,159,177000,1.78,72.1
17942,T. Stead,18,England,51,67,70000,1000,Right,B,C,CB,2021,5.10,159,177000,1.78,72.1
17943,A. O'Reilly,17,Republic of Ireland,51,71,70000,1000,Right,B,C,CM,2021,5.10,159,203000,1.78,72.1
17944,R. Meshino,20,Japan,51,64,70000,2000,Right,B,C,ST,2018,5.7,150,131000,1.7,68.0
17945,Zhang Hengyuan,21,China PR,51,64,60000,1000,Right,B,C,CDM,2018,6.1,176,167000,1.85,79.8
17946,C. Royo,17,Germany,51,68,60000,1000,Left,C,C,LB,2019,5.7,130,134000,1.7,59.0
17947,Ding Bowei,21,China PR,51,59,40000,1000,Right,C,D,GK,2022,5.11,143,94000,1.8,64.9
17948,M. Grabowski,18,Poland,51,63,50000,1000,Left,C,C,LB,2020,5.9,143,78000,1.75,64.9
17949,L. Catherall,18,England,51,59,40000,1000,Right,C,D,GK,2019,6.4,165,78000,1.93,74.8
17950,A. Bark,17,Sweden,51,66,70000,1000,Right,C,C,ST,2019,5.10,143,131000,1.78,64.9
17951,L. Hunn,19,Switzerland,51,65,70000,1000,Right,C,D,GK,2021,5.11,161,145000,1.8,73.0
17952,C. Pavéz,19,Chile,51,64,70000,1000,Right,B,C,CM,2021,5.9,165,138000,1.75,74.8
17953,Ali Shirmemet,21,China PR,51,61,60000,2000,Right,B,C,CAM,2022,5.10,154,141000,1.78,69.9
17954,T. Harigaya,19,Japan,51,68,80000,1000,Right,B,C,CM,2021,5.5,123,150000,1.65,55.8
17955,Min Gyeong Min,22,Korea Republic,51,59,50000,1000,Right,C,C,CM,2021,6.0,143,73000,1.83,64.9
17956,C. Murphy,18,Republic of Ireland,51,66,80000,1000,Right,B,C,ST,2020,6.1,179,218000,1.85,81.2
17957,A. Bærtelsen,18,Denmark,51,66,70000,1000,Right,B,C,CB,2021,5.10,150,131000,1.78,68.0
17958,Abdugheni Abduhamit,20,China PR,51,61,60000,2000,Right,B,C,RM,2022,6.1,165,141000,1.85,74.8
17959,Lee Dong Hee,21,Korea Republic,51,57,50000,1000,Right,C,C,CM,2021,5.11,159,73000,1.8,72.1
17960,J. Svenningsen,23,Denmark,51,57,40000,1000,Right,B,C,CB,2021,6.0,154,58000,1.83,69.9
17961,L. Mwandwe,17,England,51,68,70000,1000,Right,B,C,ST,2020,5.10,154,166000,1.78,69.9
17962,D. Mehmedovic,20,Austria,51,65,70000,2000,Left,C,C,LB,2019,5.7,143,145000,1.7,64.9
17963,G. Smith,18,Northern Ireland,51,64,60000,1000,Right,C,C,CB,2018,5.11,161,131000,1.8,73.0
17964,Cai Haojian,22,China PR,51,58,50000,2000,Right,B,C,CM,2022,5.7,165,118000,1.7,74.8
17965,Kim Jong Jin,19,Korea Republic,51,64,70000,1000,Right,B,C,CM,2021,5.10,139,131000,1.78,63.0
17966,Yang Fangzhi,21,China PR,51,59,50000,2000,Right,B,C,RW,2019,6.0,163,118000,1.83,73.9
17967,T. Schneider,20,Germany,51,60,40000,1000,Right,A,D,GK,2019,6.3,176,66000,1.91,79.8
17968,L. Reilly,18,England,51,69,80000,2000,Right,A,C,ST,2020,5.11,141,190000,1.8,64.0
17969,S. Bugge Jepsen,18,Denmark,51,66,80000,1000,Right,B,C,CM,2021,5.10,161,150000,1.78,73.0
17970,F. Murray,19,Scotland,51,71,80000,1000,Right,B,C,LM,2021,5.8,150,220000,1.73,68.0
17971,M. Najjar,18,Australia,51,70,80000,1000,Left,B,B,ST,2019,6.0,159,150000,1.83,72.1
17972,J. Harboe,18,Denmark,51,69,80000,1000,Right,B,C,CM,2021,5.10,152,150000,1.78,68.9
17973,J. García,19,Chile,51,60,40000,1000,Right,C,D,GK,2021,5.8,168,62000,1.73,76.2
17974,A. McGovern,19,Republic of Ireland,51,65,70000,1000,Left,C,C,LB,2018,6.0,176,152000,1.83,79.8
17975,A. Delap,19,Republic of Ireland,51,65,70000,1000,Right,C,C,CDM,2021,5.11,150,152000,1.8,68.0
17976,M. Larsen,16,Denmark,51,71,70000,1000,Right,C,C,CM,2019,5.11,152,158000,1.8,68.9
17977,E. López,18,Colombia,51,71,80000,1000,Right,C,C,CM,2021,5.10,159,188000,1.78,72.1
17980,T. Mourdoukoutas,19,Australia,51,70,70000,1000,Right,B,C,CB,2020,6.2,170,131000,1.88,77.1
17981,D. Craddock,20,Republic of Ireland,51,68,70000,1000,Right,B,D,GK,2021,5.11,170,166000,1.8,77.1
17982,A. Al Yousif,21,Saudi Arabia,51,60,50000,3000,Left,B,C,LB,2021,6.1,163,93000,1.85,73.9
17983,J. Steiger,17,Austria,51,72,80000,1000,Right,B,C,CM,2020,6.1,159,196000,1.85,72.1
17984,L. Schöfl,17,Austria,51,72,80000,1000,Right,B,C,CM,2021,5.10,159,196000,1.78,72.1
17985,O. Urhoghide,17,England,51,61,40000,1000,Right,B,C,CB,2019,6.0,154,78000,1.83,69.9
17986,C. Kennedy,24,Republic of Ireland,51,54,40000,1000,Right,B,C,CB,2018,6.1,176,65000,1.85,79.8
17987,L. Finochietto,21,Argentina,51,59,40000,1000,Right,C,D,GK,2021,6.1,170,66000,1.85,77.1
17988,Wang Xuanhong,28,China PR,51,51,40000,2000,Right,C,C,CM,2019,6.0,172,86000,1.83,78.0
17989,A. Eleftheriou,20,England,51,62,60000,5000,Right,C,C,RM,2019,5.8,141,126000,1.73,64.0
17990,Yu Bin,22,China PR,51,59,50000,2000,Right,C,C,RB,2018,5.10,139,118000,1.78,63.0
17991,M. Woźniak,17,Poland,51,69,60000,1000,Right,C,D,GK,2019,6.1,176,119000,1.85,79.8
17992,B. Reynolds,17,United States,51,73,80000,1000,Right,C,C,ST,2020,6.3,170,200000,1.91,77.1
17993,J. Szpaderski,19,Poland,51,66,70000,1000,Right,C,D,GK,2019,6.3,185,138000,1.91,83.9
17994,F. Konstandeliasz,19,Sweden,51,68,80000,1000,Left,C,C,LM,2019,5.10,161,154000,1.78,73.0
17995,B. Seymour,19,England,51,64,70000,1000,Right,C,C,ST,2019,5.9,139,166000,1.75,63.0
17996,R. Grym,19,Poland,51,63,60000,1000,Right,C,C,CM,2020,6.0,157,93000,1.83,71.2
17997,C. Kelly,19,Republic of Ireland,51,63,60000,1000,Right,C,C,LB,2019,6.1,159,105000,1.85,72.1
17998,T. Rohde,18,Denmark,51,67,80000,1000,Right,B,C,ST,2021,5.9,176,150000,1.75,79.8
17999,J. Pawlik,18,Poland,51,68,70000,1000,Left,C,C,LB,2019,5.9,154,138000,1.75,69.9
18000,H. Kisiel,17,Poland,51,68,70000,1000,Right,B,C,CM,2020,6.0,150,138000,1.83,68.0
18001,S. Laitinen,18,Finland,51,66,70000,1000,Right,B,C,RB,2019,5.9,163,194000,1.75,73.9
18002,L. Jephcott,18,Wales,51,67,80000,1000,Right,B,C,ST,2019,5.10,165,190000,1.78,74.8
18003,J. Imbrechts,16,Sweden,51,72,70000,1000,Right,C,D,GK,2019,5.11,150,175000,1.8,68.0
18004,J. O'Keeffe,18,Republic of Ireland,51,65,80000,1000,Right,C,C,ST,2018,5.11,163,105000,1.8,73.9
18005,J. Heaton,21,England,51,63,60000,1000,Right,B,C,CB,2021,6.1,150,117000,1.85,68.0
18006,A. Ammitzbøll,19,Denmark,51,64,70000,1000,Right,C,C,ST,2019,6.2,172,131000,1.88,78.0
18007,D. Schwizer,22,Switzerland,51,60,60000,2000,Right,B,C,CAM,2021,5.11,163,99000,1.8,73.9
18008,Cao Sheng,23,China PR,51,57,50000,2000,Right,B,C,RW,2021,5.8,143,118000,1.73,64.9
18009,I. Richards,19,Australia,51,66,70000,1000,Left,C,D,GK,2019,6.3,176,131000,1.91,79.8
18010,Zhu Zhengyu,23,China PR,51,57,50000,2000,Right,C,C,RM,2020,5.10,157,118000,1.78,71.2
18011,J. Ellis,17,England,51,67,70000,1000,Right,B,C,RS,2018,5.11,165,152000,1.8,74.8
18012,B. Galach,17,Poland,51,63,60000,1000,Left,C,C,ST,2021,5.9,157,156000,1.75,71.2
18013,W. Møller,20,Denmark,51,64,70000,1000,Right,C,C,ST,2019,6.3,194,131000,1.91,88.0
18014,C. Addai,20,Ghana,51,61,50000,1000,Right,C,D,GK,2019,6.4,172,98000,1.93,78.0
18015,T. Jacobsen,20,Faroe Islands,50,64,60000,1000,Right,B,C,RM,2020,6.1,176,113000,1.85,79.8
18016,J. Adebayo-Smith,17,United States,50,68,60000,1000,Right,B,C,ST,2021,5.11,170,166000,1.8,77.1
18017,Han Zilong,24,China PR,50,53,40000,1000,Left,B,C,LM,2020,5.11,161,89000,1.8,73.0
18018,B. O'Gorman,16,Republic of Ireland,50,69,60000,1000,Right,B,C,RM,2018,5.9,161,131000,1.75,73.0
18019,S. Al Wehimid,20,Saudi Arabia,50,67,50000,2000,Right,C,D,GK,2022,5.11,174,116000,1.8,78.9
18020,L. Cornic,17,Norway,50,71,60000,1000,Right,B,C,RB,2020,5.10,154,135000,1.78,69.9
18021,A. Ousou,18,Sweden,50,67,50000,1000,Right,B,C,CB,2018,5.10,172,94000,1.78,78.0
18022,M. Gudmann,18,Denmark,50,67,50000,1000,Right,B,C,CB,2021,6.0,154,94000,1.83,69.9
18023,S. Foss,19,Norway,50,61,40000,1000,Right,C,C,CB,2020,5.9,150,58000,1.75,68.0
18024,A. Perea,17,Colombia,50,72,60000,1000,Right,B,C,CM,2021,6.0,161,144000,1.83,73.0
18025,J. Miszczuk,27,Poland,50,50,20000,1000,Right,C,D,GK,2019,6.1,168,27000,1.85,76.2
18027,A. Mills,24,England,50,55,30000,1000,Right,C,D,GK,2018,6.0,163,40000,1.83,73.9
18028,D. Asonganyi,17,England,50,73,70000,1000,Right,B,C,ST,2020,5.10,152,193000,1.78,68.9
18029,D. Dillon,19,Republic of Ireland,50,68,60000,1000,Right,B,C,CM,2019,5.10,168,131000,1.78,76.2
18030,C. Cappis,18,United States,50,64,60000,1000,Left,B,C,CM,2021,6.1,159,113000,1.85,72.1
18032,Zhang Enge,21,China PR,50,59,40000,1000,Left,C,C,CB,2022,6.0,174,96000,1.83,78.9
18033,B. Hedley,19,England,50,62,50000,1000,Right,B,C,CDM,2019,5.10,168,98000,1.78,76.2
18034,M. Alvir,24,Croatia,50,55,40000,1000,Right,B,C,CM,2019,5.11,172,91000,1.8,78.0
18035,T. Knowles,19,England,50,59,40000,1000,Right,B,C,ST,2019,6.0,154,78000,1.83,69.9
18036,S. Parada,17,Chile,50,67,60000,1000,Right,B,C,ST,2019,5.7,154,119000,1.7,69.9
18037,C. Landa,19,Mexico,50,60,50000,1000,Left,D,C,CM,2021,6.0,174,93000,1.83,78.9
18038,Zhen'ao Wang,18,China PR,50,62,50000,1000,Right,B,C,LW,2020,5.9,143,73000,1.75,64.9
18039,S. Whaler,17,England,50,67,60000,1000,Right,C,B,RM,2020,5.11,154,143000,1.8,69.9
18040,P. Omochere,17,Republic of Ireland,50,66,60000,1000,Right,C,B,RM,2019,6.1,174,131000,1.85,78.9
18041,G. Arndal-Lauritzen,20,Denmark,50,64,60000,2000,Left,B,C,LB,2019,6.2,179,116000,1.88,81.2
18042,J. Morris,18,England,50,68,60000,1000,Right,C,B,ST,2021,5.9,154,143000,1.75,69.9
18043,A. Suzuki,31,Japan,50,50,20000,1000,Right,C,D,GK,2021,6.0,176,25000,1.83,79.8
18044,K. Lara,16,Colombia,50,74,60000,1000,Right,B,C,RB,2021,5.7,143,141000,1.7,64.9
18045,M. Humpenöder,19,Germany,50,57,30000,1000,Right,B,D,GK,2019,6.2,201,50000,1.88,91.2
18046,K. Civelek,20,Turkey,50,58,30000,1000,Right,C,D,GK,2019,6.0,172,65000,1.83,78.0
18047,M. Antkowiak,18,Poland,50,58,30000,1000,Right,B,D,GK,2018,6.0,179,59000,1.83,81.2
18048,N. Suman,18,Australia,50,66,50000,1000,Left,B,D,GK,2020,6.4,170,94000,1.93,77.1
18049,F. Nørgaard,19,Denmark,50,64,50000,1000,Left,C,D,GK,2019,6.1,174,94000,1.85,78.9
18050,E. Destanoglu,17,Turkey,50,74,50000,1000,Right,D,D,GK,2020,6.5,194,145000,1.96,88.0
18051,C. Björk,18,Sweden,50,70,60000,1000,Right,B,C,CF,2022,6.0,163,135000,1.83,73.9
18052,Teng Shangkun,27,China PR,50,51,20000,1000,Right,C,D,GK,2018,6.1,172,45000,1.85,78.0
18053,H. Wulff,18,Norway,50,69,50000,1000,Right,C,D,GK,2021,6.2,161,94000,1.88,73.0
18054,C. Mesa,20,Colombia,50,67,60000,1000,Right,B,C,CB,2021,6.0,159,119000,1.83,72.1
18055,M. Mansour,26,Saudi Arabia,50,52,30000,2000,Left,B,C,LB,2021,5.9,137,52000,1.75,62.1
18057,P. Phillips,19,Republic of Ireland,50,61,50000,1000,Right,B,C,CM,2018,5.11,159,88000,1.8,72.1
18058,Hong Hyeon Seok,19,Korea Republic,50,63,50000,1000,Left,B,C,CM,2019,5.10,152,104000,1.78,68.9
18059,C. Walsh,17,Republic of Ireland,50,70,50000,1000,Right,C,C,CB,2018,6.1,181,128000,1.85,82.1
18060,T. Miyamoto,19,Japan,50,66,60000,1000,Left,B,C,LB,2021,5.7,143,113000,1.7,64.9
18061,R. Hurley,18,Republic of Ireland,50,61,40000,1000,Left,C,C,LB,2018,5.10,143,70000,1.78,64.9
18062,Gao Dalun,21,China PR,50,58,40000,2000,Right,B,C,ST,2022,5.9,157,94000,1.75,71.2
18063,R. Hackett-Fairchild,20,England,50,66,70000,1000,Left,B,C,ST,2019,5.9,137,166000,1.75,62.1
18064,L. Klitten,18,Denmark,50,65,50000,1000,Right,B,C,LB,2021,6.0,154,94000,1.83,69.9
18065,Zhang Jingyi,20,China PR,50,58,30000,1000,Right,B,D,GK,2022,6.3,170,71000,1.91,77.1
18066,T. Brownsword,18,England,50,65,50000,1000,Right,B,C,CB,2019,5.11,161,119000,1.8,73.0
18067,Zhang Gong,26,China PR,50,52,30000,2000,Right,B,C,CDM,2021,5.10,163,67000,1.78,73.9
18068,J. García,20,Mexico,50,62,40000,1000,Right,C,D,GK,2021,6.1,159,76000,1.85,72.1
18069,O. Dzonlagic,23,Switzerland,50,59,50000,2000,Right,C,C,RM,2019,6.0,161,83000,1.83,73.0
18070,E. Dahlqvist,19,Sweden,50,64,60000,1000,Left,B,C,LWB,2021,5.6,154,113000,1.68,69.9
18071,Liu Yi,21,China PR,50,58,40000,2000,Right,B,C,CDM,2022,5.9,146,94000,1.75,66.2
18072,D. Campbell,17,Scotland,50,76,60000,1000,Right,B,C,CM,2019,6.0,134,165000,1.83,60.8
18073,M. Sutton,18,Australia,50,71,60000,1000,Right,C,D,GK,2020,5.11,154,135000,1.8,69.9
18074,Sun Qibin,26,China PR,50,52,20000,2000,Right,B,D,GK,2020,6.4,176,45000,1.93,79.8
18075,C. Hughes,18,Republic of Ireland,50,62,50000,1000,Right,C,C,CM,2018,5.8,159,88000,1.73,72.1
