,Name,Age,Nationality,Overall,Potential,Value,Wage,Preferred.Foot,Weak.Foot,Skill.Moves,Position,Contract.Valid.Until,Height,Weight,Release.Clause,pac,shot,pas,dri,deff,phy,Meter,Kilo
15593,S. Bengriba,37,France,59,59,20000,1000,Left,C,C,LB,2019,5.9,157,35000,68,31,45,62,58,67,1.75,71.2
15594,T. Yanagi,20,Japan,59,71,240000,1000,Right,B,C,RB,2021,6.1,174,348000,77,33,41,48,54,56,1.85,78.9
15595,J. Bekkema,22,Netherlands,59,67,170000,1000,Right,D,D,GK,2019,6.1,198,289000,24,10,18,32,11,39,1.85,89.8
15597,Ding Jie,31,China PR,59,59,100000,2000,Right,C,C,LDM,2018,6.0,154,215000,57,47,53,53,56,60,1.83,69.9
15598,J. Bednarczyk,19,Poland,59,77,325000,4000,Left,S,C,LM,2019,6.0,154,756000,67,45,53,60,25,42,1.83,69.9
15599,J. Ingham,24,New Zealand,59,62,200000,2000,Right,B,B,RW,2019,5.11,159,265000,82,50,51,59,22,48,1.8,72.1
15600,G. Quezada,21,Ecuador,59,67,230000,1000,Right,B,C,CM,2020,5.9,150,414000,57,45,52,62,50,56,1.75,68.0
15601,M. Fallatah,22,Saudi Arabia,59,69,250000,5000,Right,B,C,CM,2019,6.0,141,475000,57,46,49,57,55,60,1.83,64.0
15602,F. Agu,18,Germany,59,73,290000,1000,Right,B,B,LB,2019,5.5,132,602000,73,43,51,70,48,54,1.65,59.9
15603,R. Polley,19,Netherlands,59,71,240000,1000,Right,B,C,RB,2021,6.0,157,408000,65,37,40,57,60,59,1.83,71.2
15604,I. Chair,20,Belgium,59,72,300000,1000,Right,C,B,CAM,2020,5.8,150,758000,72,46,50,63,30,40,1.73,68.0
15605,I. Khemis,22,Tunisia,59,69,250000,1000,Left,B,B,CM,2019,5.9,159,488000,71,48,59,64,45,58,1.75,72.1
15606,M. Álvarez,24,Colombia,59,66,220000,1000,Right,C,C,ST,2023,5.10,163,341000,70,55,46,58,36,62,1.78,73.9
15607,O. Brynhildsen,19,Norway,59,78,325000,1000,Right,B,C,RM,2020,5.10,154,609000,68,50,48,61,45,57,1.78,69.9
15608,R. Al Hafizi,22,Saudi Arabia,59,67,230000,3000,Left,B,C,LM,2019,5.9,176,426000,80,51,47,62,35,52,1.75,79.8
15609,M. Rosas,20,Chile,59,74,350000,1000,Right,B,C,RW,2019,5.7,143,709000,68,56,51,59,28,40,1.7,64.9
15610,J. Torres,21,Colombia,59,74,300000,1000,Right,B,C,CDM,2021,5.10,157,593000,66,35,42,61,54,67,1.78,71.2
15611,B. Dennehy,31,Republic of Ireland,59,59,140000,1000,Left,C,B,LB,2018,5.8,163,217000,70,54,56,57,40,64,1.73,73.9
15613,E. Whitehouse,24,England,59,64,200000,2000,Right,B,C,CM,2020,5.11,176,365000,63,57,46,62,54,76,1.8,79.8
15614,M. Quiñones,22,Colombia,59,64,170000,1000,Left,C,C,LB,2023,5.8,154,242000,67,29,42,57,57,65,1.73,69.9
15615,R. Keskin,19,Turkey,59,68,200000,1000,Right,B,C,CDM,2022,5.9,163,440000,56,43,49,56,58,55,1.75,73.9
15616,Zhang Li,28,China PR,59,59,150000,2000,Right,B,C,RCM,2019,5.8,154,323000,58,45,50,60,58,68,1.73,69.9
15617,A. Lacey,25,England,59,66,180000,1000,Right,B,C,CB,2019,6.2,165,351000,61,31,34,47,58,61,1.88,74.8
15618,J. Shipley,20,Republic of Ireland,59,69,250000,1000,Left,B,C,LM,2020,6.0,161,488000,62,53,65,58,49,54,1.83,73.0
15619,L. Fadinger,17,Austria,59,72,270000,2000,Right,B,B,CAM,2021,5.8,143,560000,67,52,50,65,35,48,1.73,64.9
15620,P. Gómez,20,Argentina,59,71,280000,1000,Left,B,C,LM,2021,5.5,139,532000,78,58,54,55,29,52,1.65,63.0
15621,M. Kudus,17,Ghana,59,79,300000,1000,Left,B,B,CF,2021,5.7,154,675000,78,45,52,67,36,60,1.7,69.9
15622,J. Maxted,24,England,59,64,150000,1000,Right,B,D,GK,2019,6.0,157,274000,45,20,19,36,17,39,1.83,71.2
15623,Chu Jinzhao,25,China PR,59,63,170000,3000,Right,B,C,CB,2018,5.9,139,378000,82,36,44,63,55,62,1.75,63.0
15624,J. Medina,27,Mexico,59,60,140000,2000,Right,B,C,RB,2021,5.5,148,249000,63,34,38,60,60,54,1.65,67.1
15625,L. Ndenbe,18,Belgium,59,74,290000,1000,Left,B,C,LB,2020,5.7,163,616000,70,33,44,62,53,63,1.7,73.9
15626,Dai Wai-Tsun,18,Hong Kong,59,71,250000,1000,Right,B,C,CM,2020,5.9,165,488000,69,42,50,62,49,55,1.75,74.8
15627,M. Virtue,21,England,59,71,250000,8000,Right,B,C,CDM,2019,5.9,146,525000,69,47,50,63,54,60,1.75,66.2
15628,M. Curry,18,England,59,76,325000,4000,Right,B,C,ST,2021,5.7,165,821000,67,57,43,58,28,52,1.7,74.8
15629,F. Castro,23,Uruguay,59,67,230000,2000,Right,B,C,RW,2021,5.10,148,437000,64,60,46,60,30,38,1.78,67.1
15630,L. Weinkauf,21,Germany,59,71,220000,2000,Right,C,D,GK,2021,6.2,181,440000,19,11,15,26,11,38,1.88,82.1
15631,S. Wilson,25,England,59,62,200000,2000,Right,B,C,ST,2020,6.0,179,365000,82,56,39,52,25,49,1.83,81.2
15632,M. Andersson,37,Sweden,59,59,20000,1000,Right,B,C,CB,2018,5.11,154,25000,31,39,39,46,58,55,1.8,69.9
15633,T. Wiesner,20,Czech Republic,59,68,210000,1000,Right,C,C,RB,2020,5.9,143,504000,78,47,50,61,52,61,1.75,64.9
15634,B. Wright,23,Canada,59,67,230000,1000,Right,C,C,ST,2021,6.0,194,380000,45,56,34,53,28,62,1.83,88.0
15635,C. Holse,19,Denmark,59,76,325000,2000,Left,B,B,RM,2021,5.9,150,626000,79,51,49,61,25,54,1.75,68.0
15636,S. Vidal,22,France,59,66,220000,1000,Right,B,C,RM,2020,5.6,154,429000,68,52,52,60,37,51,1.68,69.9
15637,M. Kelly,20,Scotland,59,68,210000,1000,Left,B,C,LB,2019,5.11,154,410000,78,39,49,58,54,60,1.8,69.9
15638,H. Andersson,19,Sweden,59,74,300000,1000,Right,B,C,CB,2022,6.1,172,578000,57,30,35,49,57,61,1.85,78.0
15639,A. DeJohn,27,United States,59,61,150000,1000,Right,B,C,CB,2018,6.0,176,199000,52,28,32,45,57,68,1.83,79.8
15640,T. Klupś,18,Poland,59,76,325000,1000,Right,B,C,RM,2022,5.10,170,642000,91,50,47,56,32,49,1.78,77.1
15642,T. Mølgaard,21,Denmark,59,67,200000,1000,Right,A,B,RWB,2020,6.0,165,290000,74,45,48,62,49,60,1.83,74.8
15644,H. Benkaïd,28,France,59,59,160000,1000,Left,C,B,ST,2019,5.10,157,280000,66,54,51,63,35,57,1.78,71.2
15645,Obama,18,Spain,59,79,325000,4000,Right,B,C,ST,2019,5.7,154,991000,62,59,46,61,26,48,1.7,69.9
15646,J. Falkmar,26,Sweden,59,60,150000,1000,Right,B,C,LB,2018,6.1,176,199000,69,36,47,52,57,63,1.85,79.8
15647,N. Bazan,19,Argentina,59,69,250000,1000,Right,B,C,ST,2020,6.0,163,425000,65,58,47,58,27,53,1.83,73.9
15648,Y. Takaoka,22,Japan,59,66,160000,1000,Right,C,D,GK,2020,5.11,159,232000,23,10,19,29,14,37,1.8,72.1
15649,D. Nasu,36,Japan,59,59,20000,1000,Right,B,C,CB,2019,5.11,170,25000,45,41,42,48,57,58,1.8,77.1
15650,D. Conner,24,United States,59,66,180000,1000,Right,C,C,RB,2021,5.11,165,297000,57,39,47,53,59,65,1.8,74.8
15651,S. Kodama,19,Japan,59,69,240000,1000,Right,C,C,LM,2021,5.5,134,348000,71,46,53,64,23,48,1.65,60.8
15653,S. Farhan,21,Saudi Arabia,59,71,250000,2000,Right,C,C,LDM,2019,5.11,154,463000,64,38,30,49,54,71,1.8,69.9
15654,A. Ablet,31,China PR,59,59,100000,2000,Left,A,C,LWB,2019,5.10,150,215000,65,55,56,61,51,65,1.78,68.0
15655,Yoo Ji Ha,19,Korea Republic,59,74,300000,1000,Right,B,C,CB,2021,6.0,154,563000,60,27,30,46,57,64,1.83,69.9
15656,M. López,27,Colombia,59,60,140000,1000,Right,B,C,LB,2021,6.0,176,200000,64,45,54,56,56,55,1.83,79.8
15657,K. Huntelaar,19,Netherlands,59,70,260000,1000,Right,B,C,CM,2019,6.1,157,429000,62,48,53,59,50,56,1.85,71.2
15658,J. Atanasov,18,FYR Macedonia,59,76,290000,1000,Right,B,C,CDM,2022,6.2,165,761000,60,44,50,55,57,57,1.88,74.8
15659,K. Leidsman,19,Netherlands,59,69,250000,1000,Right,C,B,ST,2019,6.0,172,413000,65,55,40,55,26,56,1.83,78.0
15660,M. Spasic,20,Serbia,59,67,200000,1000,Left,C,C,LB,2020,5.11,168,330000,64,37,45,55,57,65,1.8,76.2
15661,C. Topaloglu,26,Turkey,59,62,140000,2000,Left,C,D,GK,2021,6.1,174,291000,27,11,15,26,11,35,1.85,78.9
15662,D. Jarvis,26,Northern Ireland,59,62,160000,1000,Left,B,C,LB,2018,5.10,157,260000,69,40,46,59,54,70,1.78,71.2
15663,P. Esquivel,24,Mexico,59,64,210000,2000,Right,C,C,ST,2023,5.9,154,373000,57,57,43,59,33,47,1.75,69.9
15664,S. Mandash,23,Saudi Arabia,59,65,210000,3000,Right,A,B,RM,2019,5.6,139,389000,76,55,46,62,25,49,1.68,63.0
15665,A. Abdellaoui,25,Algeria,59,64,170000,4000,Left,C,C,LB,2021,6.1,165,259000,64,36,44,49,60,64,1.85,74.8
15666,D. Bajselmani,19,Netherlands,59,70,220000,1000,Right,C,C,RB,2021,5.10,181,363000,79,41,41,52,54,63,1.78,82.1
15667,E. Ferigra,19,Ecuador,59,72,260000,2000,Right,C,C,CB,2021,6.2,172,605000,62,32,33,45,61,59,1.88,78.0
15668,J. Turley,28,England,59,59,130000,3000,Right,B,C,RCB,2019,6.1,176,228000,57,33,39,46,55,68,1.85,79.8
15669,A. Barreal,17,Argentina,59,73,300000,1000,Left,B,C,RW,2021,5.8,146,638000,76,49,49,61,31,47,1.73,66.2
15670,F. Pasqualoni,21,Italy,59,68,210000,1000,Right,C,C,CB,2019,6.2,176,368000,61,29,30,45,60,60,1.88,79.8
15671,L. Tempelmann,19,Germany,59,75,325000,2000,Right,B,B,CM,2020,5.9,163,788000,60,37,53,61,55,54,1.75,73.9
15672,Ahn Seong Nam,34,Korea Republic,59,59,50000,1000,Right,B,C,CDM,2021,5.9,150,63000,65,58,59,66,54,63,1.75,68.0
15673,Kang Bong Gyun,24,Korea Republic,59,64,150000,1000,Right,D,D,GK,2021,6.2,165,199000,22,10,16,33,10,39,1.88,74.8
15674,D. García,21,Argentina,59,68,240000,2000,Right,B,C,ST,2021,5.7,152,408000,70,57,42,59,24,46,1.7,68.9
15675,T. Rotter,26,Austria,59,61,160000,1000,Right,C,C,RCB,2019,6.2,174,244000,54,36,34,43,58,64,1.88,78.9
15676,M. Kadlec,18,Austria,59,75,325000,1000,Right,B,B,CAM,2021,6.0,154,674000,62,43,53,61,32,55,1.83,69.9
15677,S. Serderov,24,Russia,59,65,210000,1000,Right,A,C,LM,2019,5.9,154,326000,75,60,45,63,33,46,1.75,69.9
15678,A. Jędrych,26,Poland,59,64,170000,1000,Right,C,C,RCB,2019,6.2,185,242000,57,31,33,46,59,63,1.88,83.9
15679,J. Muscatt,20,England,59,69,220000,1000,Left,C,C,LB,2019,5.10,143,462000,60,36,41,58,59,57,1.78,64.9
15680,M. Daly,17,England,59,80,325000,3000,Right,B,C,CM,2021,5.9,165,943000,56,54,59,62,48,49,1.75,74.8
15681,T. De Bie,21,Belgium,59,67,170000,1000,Right,B,D,GK,2019,6.0,170,289000,41,19,19,36,17,38,1.83,77.1
15682,E. Elizalde,18,Uruguay,59,79,290000,1000,Left,C,C,LB,2022,5.10,172,740000,70,26,37,59,56,65,1.78,78.0
15683,G. León,18,Mexico,59,74,325000,2000,Right,A,C,ST,2021,5.9,134,756000,66,58,41,58,26,46,1.75,60.8
15684,S. Çetin,17,Germany,59,80,300000,2000,Right,B,B,CDM,2020,5.9,154,810000,64,54,54,66,53,55,1.75,69.9
15685,A. Urzi,18,Argentina,59,76,325000,1000,Right,C,C,RM,2021,5.6,141,691000,63,53,50,59,31,44,1.68,64.0
15686,J. Dunleavy,26,Republic of Ireland,59,59,130000,1000,Right,A,C,RB,2019,6.0,157,202000,52,40,51,53,58,63,1.83,71.2
15687,A. Al Saluli,19,Saudi Arabia,59,74,300000,2000,Right,B,C,CB,2021,6.5,176,698000,67,37,42,46,58,55,1.96,79.8
15688,K. Chvedukas,27,Lithuania,59,60,150000,1000,Right,B,C,CDM,2019,5.9,152,244000,64,44,52,55,56,56,1.75,68.9
15689,A. Al Dawsari,20,Saudi Arabia,59,69,220000,3000,Right,B,C,CDM,2021,5.10,152,418000,61,35,47,60,52,58,1.78,68.9
15690,E. Korkmaz,21,Netherlands,59,68,210000,1000,Right,B,C,CB,2019,5.11,165,347000,64,29,41,54,56,64,1.8,74.8
15691,J. Galetto,21,Argentina,59,68,210000,2000,Right,C,C,RB,2021,5.10,154,347000,74,41,39,58,56,56,1.78,69.9
15692,S. Russell,35,England,59,59,40000,1000,Right,B,D,GK,2019,6.0,154,70000,35,17,27,44,29,45,1.83,69.9
15693,O. Sail,22,New Zealand,59,67,170000,1000,Right,C,D,GK,2019,6.4,176,247000,49,16,23,36,13,42,1.93,79.8
15695,N. Bizet,21,France,59,69,260000,1000,Right,B,C,ST,2020,6.3,179,520000,63,54,34,50,30,65,1.91,81.2
15696,Madger Gomes,21,Spain,59,70,270000,1000,Left,B,C,LCM,2020,5.11,163,527000,77,46,52,61,37,51,1.8,73.9
15697,Iker Goujón,18,Spain,59,75,325000,1000,Right,B,C,CM,2019,5.8,148,707000,65,55,58,63,46,50,1.73,67.1
15698,F. Bin Jamayah,23,Saudi Arabia,59,68,240000,5000,Right,B,C,RM,2022,5.9,134,456000,74,53,58,57,30,43,1.75,60.8
15700,C. Storm,23,United States,59,66,180000,1000,Right,B,C,RB,2018,5.10,165,306000,71,33,46,60,51,62,1.78,74.8
15701,J. Bruhns,19,Germany,59,71,210000,1000,Right,B,D,GK,2019,6.2,165,347000,41,14,19,36,13,47,1.88,74.8
15702,E. Ybáñez,19,Argentina,59,70,220000,1000,Left,B,C,LB,2022,5.8,148,363000,60,38,41,61,60,57,1.73,67.1
15703,E. Karic,21,Austria,59,66,190000,1000,Left,B,C,LB,2020,6.1,179,314000,71,39,45,54,56,61,1.85,81.2
15704,L. Ridehalgh,27,England,59,60,140000,2000,Left,B,C,LB,2019,5.10,159,256000,65,48,50,57,53,70,1.78,72.1
15705,J. Bolado,20,Argentina,59,69,190000,1000,Right,B,D,GK,2021,6.0,179,314000,26,9,20,30,12,35,1.83,81.2
15706,A. Riemann,26,Germany,59,59,170000,1000,Left,A,C,LM,2020,6.0,172,247000,72,56,56,58,39,64,1.83,78.0
15707,A. Gogić,24,Cyprus,59,66,190000,1000,Right,B,C,CB,2020,6.1,183,371000,40,48,47,53,54,71,1.85,83.0
15708,L. Béland-Goyette,22,Canada,59,64,200000,1000,Right,C,C,CM,2018,5.10,150,315000,63,53,55,61,54,56,1.78,68.0
15709,E. Pálsson,25,Iceland,59,64,170000,1000,Right,A,C,RDM,2019,6.1,179,225000,66,47,51,53,52,66,1.85,81.2
15710,Lee Tae Hee,26,Korea Republic,59,59,130000,1000,Right,B,C,RB,2023,6.0,165,163000,71,39,45,59,57,61,1.83,74.8
15711,K. Yajima,23,Japan,59,67,230000,2000,Right,B,C,ST,2021,6.1,172,334000,71,49,44,58,38,59,1.85,78.0
15712,M. Hoxha,18,Belgium,59,72,280000,1000,Right,A,C,CAM,2019,5.9,163,595000,71,50,51,64,30,49,1.75,73.9
15713,K. McFarlane,21,England,59,68,240000,3000,Right,B,C,ST,2019,5.11,163,504000,76,55,36,57,28,58,1.8,73.9
15714,F. Rieder,22,Austria,59,66,220000,2000,Right,B,C,CM,2021,5.9,152,363000,66,42,52,62,45,56,1.75,68.9
15715,C. Kpekawa,22,England,59,69,220000,1000,Left,B,C,CB,2020,6.3,176,429000,68,47,47,54,57,63,1.91,79.8
15716,C. Tiéhi,20,Ivory Coast,59,76,300000,1000,Right,B,C,CDM,2021,5.10,172,713000,59,38,50,59,55,59,1.78,78.0
15717,J. Flatt,23,England,59,66,160000,1000,Right,B,D,GK,2019,6.3,194,312000,26,13,19,32,13,35,1.91,88.0
15718,T. Matthews,17,South Africa,59,79,300000,3000,Left,A,B,CAM,2021,5.9,154,810000,77,43,51,68,27,45,1.75,69.9
15719,J. Hodgkiss,31,England,59,59,100000,2000,Right,B,C,RB,2019,5.6,157,175000,65,26,41,59,59,61,1.68,71.2
15720,C. Arroyave,22,Colombia,59,67,170000,1000,Right,C,D,GK,2021,6.0,170,264000,20,9,20,30,12,38,1.83,77.1
15721,J. Heil,21,Austria,59,66,220000,1000,Right,B,B,RM,2020,5.9,154,363000,69,46,53,61,42,58,1.75,69.9
15722,A. Jakubiak,21,Scotland,59,69,260000,1000,Right,B,C,ST,2020,5.10,146,507000,74,55,42,60,29,50,1.78,66.2
15723,K. Reaves,22,United States,59,68,210000,1000,Right,C,C,CB,2019,6.2,161,357000,59,25,37,45,59,62,1.88,73.0
15724,V. Baume,21,Belgium,59,68,180000,1000,Right,D,D,GK,2020,6.1,170,306000,39,20,20,37,14,39,1.85,77.1
15725,R. Morishita,19,Japan,59,68,200000,1000,Left,B,C,CB,2021,5.11,150,290000,64,28,34,56,51,72,1.8,68.0
15726,A. Awad,26,Sweden,59,62,200000,1000,Left,B,C,RS,2019,6.0,163,265000,65,53,51,63,26,54,1.83,73.9
15727,A. Al Shamrani,24,Saudi Arabia,59,63,170000,3000,Right,B,C,CB,2020,5.9,143,302000,61,30,38,50,56,64,1.75,64.9
15728,G. Azzinnari,17,Italy,59,83,350000,1000,Right,C,C,ST,2020,5.10,146,893000,69,57,42,58,33,52,1.78,66.2
15729,O. Drost,22,Denmark,59,66,220000,2000,Right,B,B,LS,2019,6.2,161,435000,77,55,44,56,29,63,1.88,73.0
15730,J. Caprice,25,England,59,62,160000,2000,Right,B,C,RB,2020,5.10,161,292000,80,49,48,57,51,60,1.78,73.0
15731,Zhang Lu,30,China PR,59,59,150000,2000,Right,B,C,RM,2020,5.11,163,323000,77,51,48,56,49,69,1.8,73.9
15732,A. Mendy,23,Senegal,59,65,180000,1000,Left,C,C,LB,2020,5.11,165,351000,69,34,44,47,59,61,1.8,74.8
15733,G. Blackwood,21,Australia,59,65,220000,1000,Right,C,C,ST,2019,6.2,163,319000,66,55,41,56,29,60,1.88,73.9
15735,J. Hanato,28,Japan,59,59,160000,1000,Left,B,B,CF,2019,5.10,146,200000,66,59,50,63,26,61,1.78,66.2
15737,B. Mines,18,United States,59,78,325000,1000,Right,B,C,RM,2019,5.9,150,691000,72,45,51,61,44,53,1.75,68.0
15738,Kwon Tae Ahn,26,Korea Republic,59,63,140000,1000,Right,B,D,GK,2022,6.3,192,186000,56,13,16,41,13,37,1.91,87.1
15739,C. Baker-Richardson,22,England,59,67,230000,4000,Right,B,C,ST,2019,6.1,161,483000,65,56,31,52,23,53,1.85,73.0
15740,B. Varga,24,Hungary,59,64,210000,3000,Right,B,C,RW,2021,5.10,163,320000,66,56,40,59,21,55,1.78,73.9
15741,S. Akgün,18,Turkey,59,78,325000,1000,Left,B,C,CM,2023,5.9,165,837000,62,51,57,61,44,50,1.75,74.8
15742,S. Long,23,Republic of Ireland,59,65,180000,2000,Right,B,C,RB,2020,5.10,154,351000,64,31,40,59,55,67,1.78,69.9
15743,M. Folivi,20,England,59,74,350000,6000,Right,B,C,ST,2020,5.9,174,884000,67,56,36,61,25,53,1.75,78.9
15744,M. Rayman,21,Saudi Arabia,59,69,220000,3000,Right,A,C,LB,2019,5.9,143,418000,83,32,45,56,55,58,1.75,64.9
15745,B. Thomas-Asante,19,England,59,74,325000,1000,Right,A,B,LM,2019,5.9,163,772000,73,49,46,64,30,55,1.75,73.9
15746,Y. Begraoui,16,France,59,81,350000,1000,Right,S,C,ST,2019,5.9,137,980000,74,55,42,61,25,53,1.75,62.1
15747,A. Fleming,30,England,59,59,140000,2000,Right,B,C,CM,2019,5.11,148,245000,71,52,54,63,46,55,1.8,67.1
15748,Guille Lara,22,Spain,59,71,220000,1000,Left,B,D,GK,2019,6.0,174,385000,43,16,22,39,15,46,1.83,78.9
15749,W. Wood,21,England,59,69,220000,1000,Left,C,C,LB,2019,5.9,148,429000,67,40,45,58,57,61,1.75,67.1
15750,F. Ghazi,24,Saudi Arabia,59,66,180000,4000,Left,B,C,LB,2021,5.10,154,333000,77,29,43,55,54,60,1.78,69.9
15751,N. Córdova,20,Chile,59,73,300000,1000,Right,C,C,RB,2021,5.8,154,593000,74,35,38,55,53,61,1.73,69.9
15753,Kim Bo Seop,20,Korea Republic,59,71,280000,1000,Right,B,C,LW,2019,6.0,161,406000,76,55,44,59,24,67,1.83,73.0
15754,S. Acka,27,Ivory Coast,59,61,150000,2000,Right,C,C,CB,2019,6.0,176,304000,63,32,31,44,60,62,1.83,79.8
15755,E. Celebi,18,Germany,59,74,290000,1000,Right,A,C,CB,2019,6.0,150,703000,53,29,36,46,60,57,1.83,68.0
15756,E. Dabo,22,Senegal,59,66,190000,1000,Right,B,C,CB,2020,5.11,157,371000,66,38,51,60,55,62,1.8,71.2
15757,Mello,25,Brazil,59,62,200000,1000,Left,B,C,LM,2020,5.9,157,214000,61,46,55,59,41,45,1.75,71.2
15758,Yang Boyu,29,China PR,59,59,120000,3000,Right,B,C,CB,2021,6.1,179,258000,52,27,28,46,58,66,1.85,81.2
15759,A. Collins,21,Wales,59,67,230000,2000,Right,B,C,ST,2019,6.1,163,449000,82,53,34,57,28,60,1.85,73.9
15760,P. Kasim,21,Ghana,59,70,270000,1000,Left,B,B,LM,2019,5.9,154,392000,71,48,52,66,28,47,1.75,69.9
15761,T. Abdullah,22,Saudi Arabia,59,68,200000,4000,Right,B,C,RB,2021,5.7,141,380000,67,31,43,58,55,63,1.7,64.0
15763,E. Næsbak Brenden,24,Norway,59,63,200000,1000,Right,A,C,LM,2019,5.11,159,265000,77,50,50,64,37,56,1.8,72.1
15764,J. O'Doherty,20,Australia,59,66,220000,1000,Right,B,C,LCM,2021,5.6,137,319000,75,55,53,65,47,64,1.68,62.1
15765,Fernando Costanza,19,Brazil,59,74,300000,2000,Right,B,C,RB,2019,6.0,161,788000,67,38,43,53,54,59,1.83,73.0
15766,M. Acton,26,Australia,59,63,140000,1000,Right,C,D,GK,2020,6.0,187,186000,40,18,20,35,19,40,1.83,84.8
15767,F. Lobos,19,Chile,59,74,325000,1000,Right,A,B,ST,2020,5.11,172,658000,66,54,34,57,21,54,1.8,78.0
15768,K. Tokushige,34,Japan,59,59,60000,1000,Right,B,D,GK,2018,6.2,192,75000,22,10,22,33,11,37,1.88,87.1
15769,J. Serafin,22,Poland,59,66,220000,1000,Right,B,C,CM,2022,5.11,152,341000,65,49,51,58,51,62,1.8,68.9
15770,N. Sutter,23,Switzerland,59,67,200000,2000,Right,B,C,CB,2019,6.0,161,330000,67,49,46,53,56,63,1.83,73.0
15771,C. O'Hare,20,England,59,74,350000,2000,Right,B,B,CAM,2019,5.8,143,884000,76,53,40,59,24,51,1.73,64.9
15772,M. Carreazo,20,Venezuela,59,69,250000,1000,Right,B,C,CM,2021,5.9,137,388000,73,44,49,67,43,57,1.75,62.1
15773,R. Aoki,22,Japan,59,70,270000,1000,Left,B,C,LW,2021,5.8,143,392000,81,48,50,57,29,46,1.73,64.9
15774,F. Camara,20,Guinea,59,68,210000,1000,Left,C,C,LB,2020,5.6,141,410000,74,33,40,63,56,56,1.68,64.0
15775,N. Trott,19,England,59,76,280000,2000,Left,B,D,GK,2020,6.0,154,707000,36,11,19,36,11,36,1.83,69.9
15776,I. Boye,21,Nigeria,59,67,230000,1000,Right,B,C,ST,2021,6.2,181,334000,67,54,32,51,26,63,1.88,82.1
15777,Y. Goke,19,Japan,59,72,290000,1000,Right,B,C,CM,2021,6.0,163,544000,68,51,54,61,41,57,1.83,73.9
15778,Wang Qiuming,25,China PR,59,61,190000,2000,Right,B,C,LM,2021,5.8,141,423000,71,54,54,60,45,69,1.73,64.0
15779,H. Sandvik,28,Norway,59,61,130000,1000,Right,B,D,GK,2019,6.0,165,172000,40,21,23,41,17,43,1.83,74.8
15780,Park Jung Soo,31,Korea Republic,59,59,130000,1000,Right,C,C,RDM,2021,5.11,163,163000,59,46,52,57,53,61,1.8,73.9
15781,M. Vano,26,Italy,59,60,190000,1000,Right,B,C,ST,2021,6.3,194,309000,58,58,37,48,24,57,1.91,88.0
15782,M. Rieder,18,Netherlands,59,74,325000,1000,Right,B,C,CAM,2019,5.9,157,691000,67,51,49,59,37,58,1.75,71.2
15783,J. Hooper,24,England,59,64,210000,2000,Right,B,B,ST,2019,6.1,183,383000,83,54,37,56,35,67,1.85,83.0
15784,Sun Bo,27,China PR,59,59,160000,2000,Left,B,C,LM,2019,5.11,159,344000,85,51,49,59,37,53,1.8,72.1
15785,L. Hupfauf,21,Austria,59,66,190000,1000,Right,B,C,RWB,2020,5.9,161,314000,73,40,47,62,49,59,1.75,73.0
15786,Mollejo,17,Spain,59,79,300000,4000,Left,B,B,RW,2020,5.9,141,915000,73,53,52,64,27,45,1.75,64.0
15787,V. Oliver,26,England,59,60,190000,2000,Right,C,C,ST,2022,6.2,172,347000,61,56,41,54,40,67,1.88,78.0
15788,M. Kuchta,22,Poland,59,68,180000,1000,Right,C,D,GK,2021,6.2,161,279000,48,17,16,38,16,42,1.88,73.0
15789,Cao Haiqing,24,China PR,59,62,160000,2000,Right,B,C,LB,2021,5.9,152,356000,64,41,41,58,58,66,1.75,68.9
15790,A. Banasiak,28,Poland,59,59,130000,1000,Left,B,C,LDM,2019,6.1,168,176000,64,57,58,60,52,67,1.85,76.2
15791,Pedro Goulart,20,Mexico,59,70,270000,1000,Right,B,C,ST,2018,5.11,168,513000,58,57,41,54,28,52,1.8,76.2
15792,Song Long,28,China PR,59,59,120000,3000,Right,B,C,RB,2021,6.0,152,258000,64,31,45,55,56,61,1.83,68.9
15793,J. Lahne,16,Sweden,59,77,300000,1000,Right,B,C,ST,2020,5.7,150,563000,92,52,46,64,36,71,1.7,68.0
15794,M. García,22,Argentina,59,66,220000,2000,Right,B,C,CM,2023,5.10,165,374000,66,48,51,60,50,55,1.78,74.8
15795,R. McKenzie,19,England,59,74,300000,2000,Right,C,C,CB,2019,6.0,174,758000,64,41,45,55,55,64,1.83,78.9
15796,D. Franke,19,Germany,59,76,300000,2000,Left,B,C,LB,2021,6.0,161,698000,66,36,49,60,55,56,1.83,73.0
15797,M. Cavalleri,20,Chile,59,69,260000,1000,Right,B,C,ST,2019,5.6,139,403000,68,59,36,57,34,47,1.68,63.0
15798,A. Beyazıt,21,Germany,59,68,240000,1000,Right,A,B,CF,2020,6.0,163,396000,80,57,52,61,24,61,1.83,73.9
15799,A. Grijalva,17,Mexico,59,73,280000,2000,Right,C,C,CB,2021,5.10,121,651000,56,31,30,46,62,61,1.78,54.9
15800,D. Klomp,19,Netherlands,59,69,210000,1000,Right,B,C,RCB,2020,6.2,181,347000,59,33,32,49,58,64,1.88,82.1
15801,J. Keatings,26,Scotland,59,62,200000,1000,Right,B,C,CAM,2020,5.10,154,365000,70,57,47,65,30,61,1.78,69.9
15802,P. Di Nardo,28,Switzerland,59,60,140000,1000,Right,B,C,RDM,2019,5.9,157,214000,57,41,48,59,57,63,1.75,71.2
